irradiance_diffuse (W/m2),wind_speed (m/s),ambient_temp,solar electricity,wind electricity
0,8.43,8.762,0,0.535
0,8.492,8.714,0,0.544
0,8.564,8.747,0,0.553
0,8.623,8.732,0,0.561
0,8.731,8.721,0,0.575
0,8.78,8.729,0,0.583
0,8.82,8.751,0,0.587
0,8.867,8.754,0,0.593
0,8.875,8.749,0,0.594
0,8.825,8.781,0,0.588
0,8.682,8.875,0,0.569
0,8.613,9,0,0.56
0,9.178,9.314,0,0.633
0,9.421,9.539,0,0.663
0.004,9.598,9.684,0,0.683
0.036,9.712,10.064,0.025,0.697
0.087,9.99,10.637,0.081,0.726
0.143,10.528,11.199,0.17,0.779
0.169,11.192,11.517,0.213,0.833
0.161,11.313,11.55,0.184,0.842
0.142,11.256,11.427,0.149,0.838
0.091,10.877,11.144,0.081,0.809
0.043,10.689,10.722,0.03,0.793
0.012,10.888,10.324,0.004,0.811
0,11.148,10.103,0,0.831
0,11.225,10.129,0,0.836
0,11.277,10.209,0,0.84
0,11.153,10.24,0,0.831
0,10.988,10.288,0,0.819
0,10.597,10.459,0,0.786
0,9.924,10.648,0,0.72
0,9.306,10.709,0,0.648
0,8.728,10.622,0,0.575
0,8.24,10.329,0,0.51
0,7.767,9.962,0,0.444
0,7.436,9.618,0,0.399
0,7.584,9.351,0,0.42
0,7.812,9.134,0,0.45
0.005,7.854,8.924,0,0.457
0.045,7.731,9.149,0.038,0.439
0.095,7.406,9.592,0.106,0.395
0.139,7.279,10.093,0.215,0.379
0.124,7.451,10.696,0.511,0.401
0.12,7.775,10.981,0.542,0.446
0.147,7.906,10.811,0.362,0.464
0.127,7.801,10.227,0.167,0.449
0.036,7.609,9.219,0.024,0.422
0.015,7.817,8.212,0.007,0.451
0,7.711,7.088,0,0.436
0,7.605,6.213,0,0.422
0,7.235,5.408,0,0.372
0,6.857,4.656,0,0.323
0,6.765,4.022,0,0.311
0,6.933,3.517,0,0.332
0,7.13,3.173,0,0.358
0,7.181,2.916,0,0.365
0,7.147,2.696,0,0.361
0,7.067,2.495,0,0.349
0,7.111,2.352,0,0.355
0,7.151,2.346,0,0.362
0,7.459,2.643,0,0.402
0,7.795,2.961,0,0.448
0.006,7.677,3.204,0.001,0.432
0.046,7.432,4.223,0.04,0.398
0.085,6.941,5.239,0.08,0.334
0.096,6.37,5.784,0.087,0.264
0.093,5.867,6.096,0.081,0.207
0.086,5.307,6.23,0.072,0.153
0.072,4.823,6.115,0.057,0.113
0.051,4.14,5.738,0.037,0.067
0.03,3.593,5.198,0.019,0.039
0.01,3.224,4.658,0.003,0.025
0,3.608,4.279,0,0.039
0,4.301,3.928,0,0.077
0,4.684,3.801,0,0.102
0,5.249,3.686,0,0.147
0,5.899,3.674,0,0.21
0,6.408,3.79,0,0.267
0,6.641,3.96,0,0.295
0,6.724,4.029,0,0.306
0,6.968,4.298,0,0.337
0,7.027,4.461,0,0.344
0,6.983,4.447,0,0.339
0,7.017,4.354,0,0.343
0,7.029,3.938,0,0.344
0,7.188,3.324,0,0.366
0.005,7.257,3.412,0.001,0.375
0.042,7.314,4.523,0.041,0.382
0.091,7.156,6.007,0.281,0.362
0.09,7.483,6.884,0.486,0.405
0.099,8.307,7.267,0.553,0.519
0.121,8.741,7.355,0.492,0.578
0.131,9.043,7.252,0.392,0.616
0.119,9.441,6.903,0.245,0.666
0.079,9.791,6.321,0.118,0.705
0.024,10.031,5.63,0.026,0.731
0,10.058,5.121,0,0.733
0,9.98,4.988,0,0.725
0,10.067,5.087,0,0.734
0,10.087,5.235,0,0.737
0,10.391,5.399,0,0.766
0,10.485,5.547,0,0.776
0,10.406,5.839,0,0.768
0,10.47,6.294,0,0.774
0,10.601,6.529,0,0.786
0,10.758,6.573,0,0.8
0,10.924,6.544,0,0.813
0,10.887,6.48,0,0.81
0,10.673,6.336,0,0.792
0,10.384,6.208,0,0.766
0.005,10.065,6.109,0.002,0.734
0.05,9.522,6.517,0.105,0.674
0.085,9.175,7.267,0.263,0.633
0.1,9.415,7.954,0.408,0.662
0.097,9.655,8.459,0.532,0.69
0.096,9.541,8.752,0.559,0.676
0.092,9.257,8.8,0.521,0.643
0.087,8.77,8.571,0.413,0.58
0.073,8.064,7.973,0.21,0.485
0.027,7.632,6.771,0.061,0.426
0,7.639,5.368,0,0.428
0,7.51,4.845,0,0.41
0,7.396,4.404,0,0.395
0,7.334,4.004,0,0.386
0,7.238,3.604,0,0.373
0,7.069,3.165,0,0.35
0,6.898,2.753,0,0.328
0,6.648,2.343,0,0.296
0,6.4,1.972,0,0.266
0,6.207,1.649,0,0.244
0,6.05,1.425,0,0.227
0,5.905,1.343,0,0.211
0,5.742,1.415,0,0.194
0,5.515,1.517,0,0.172
0.004,5.305,1.55,0,0.153
0.046,5.083,2.396,0.068,0.133
0.087,4.836,3.803,0.224,0.114
0.082,4.716,5.14,0.484,0.105
0.075,5.299,6.661,0.609,0.153
0.075,5.45,7.402,0.632,0.166
0.074,5.393,7.667,0.584,0.16
0.071,5.307,7.586,0.472,0.153
0.061,5.3,6.98,0.292,0.153
0.024,5.607,5.052,0.076,0.181
0,5.909,3.806,0,0.211
0,6.192,3.505,0,0.243
0,6.445,3.22,0,0.272
0,6.605,2.938,0,0.291
0,6.663,2.627,0,0.298
0,6.611,2.287,0,0.292
0,6.495,1.993,0,0.278
0,6.474,2.205,0,0.275
0,6.28,2.411,0,0.252
0,6.143,2.377,0,0.237
0,6.114,2.365,0,0.233
0,6.179,2.407,0,0.241
0,6.201,2.483,0,0.243
0,6.177,2.595,0,0.241
0.002,6.345,2.857,0,0.26
0.033,6.257,3.402,0.027,0.25
0.076,6.009,4.048,0.08,0.223
0.117,6.224,5.02,0.159,0.246
0.122,6.876,6.535,0.451,0.325
0.102,7.097,7.616,0.544,0.354
0.096,7.032,8.127,0.513,0.345
0.086,6.77,8.179,0.414,0.311
0.068,6.276,7.6,0.251,0.252
0.024,6.516,5.647,0.06,0.28
0,7.038,4.143,0,0.346
0,7.413,3.724,0,0.396
0,7.573,3.374,0,0.418
0,7.64,3.202,0,0.428
0,7.564,3.019,0,0.416
0,7.429,2.888,0,0.398
0,7.234,2.783,0,0.372
0,6.967,2.691,0,0.337
0,6.891,2.609,0,0.328
0,6.906,2.447,0,0.329
0,6.858,2.235,0,0.323
0,6.887,1.983,0,0.327
0,7.037,2.056,0,0.345
0,7.177,2.29,0,0.364
0.002,7.158,2.598,0,0.362
0.034,6.997,3.114,0.031,0.341
0.085,6.998,3.874,0.121,0.341
0.119,7.371,5.114,0.262,0.391
0.116,7.744,6.285,0.428,0.442
0.084,7.609,7.281,0.592,0.422
0.075,7.49,7.95,0.573,0.407
0.07,7.279,8.101,0.463,0.379
0.058,6.898,7.574,0.289,0.328
0.021,7.283,5.71,0.069,0.379
0,8.13,4.522,0,0.494
0,8.455,4.358,0,0.538
0,8.378,3.921,0,0.528
0,8.265,3.71,0,0.513
0,7.989,3.659,0,0.476
0,7.612,3.525,0,0.423
0,7.361,3.488,0,0.389
0,7.331,3.493,0,0.386
0,7.22,3.246,0,0.37
0,7.171,2.787,0,0.364
0,7.282,2.609,0,0.379
0,7.243,2.266,0,0.374
0,7.246,2.037,0,0.374
0,7.298,1.968,0,0.38
0.002,7.369,1.99,0,0.391
0.041,7.431,2.864,0.074,0.398
0.066,6.962,4.321,0.332,0.337
0.069,6.774,5.898,0.511,0.312
0.076,8.05,7.344,0.585,0.484
0.089,8.271,7.946,0.553,0.513
0.098,7.903,8.156,0.461,0.464
0.097,7.575,8.043,0.304,0.418
0.069,7.114,7.603,0.147,0.356
0.014,7.468,6.826,0.011,0.403
0,7.679,6.204,0,0.432
0,7.563,6.213,0,0.416
0,7.478,6.181,0,0.404
0,7.518,6.084,0,0.41
0,7.362,6.041,0,0.389
0,7.154,5.966,0,0.362
0,7.016,5.923,0,0.343
0,7.038,5.886,0,0.346
0,7.203,5.914,0,0.367
0,7.345,6.073,0,0.387
0,7.512,6.268,0,0.41
0,7.571,6.369,0,0.417
0,7.668,6.503,0,0.432
0,7.526,6.649,0,0.412
0,7.321,6.689,0,0.383
0.009,7.754,6.923,0.002,0.442
0.024,7.371,7.121,0.013,0.391
0.045,7.212,7.528,0.031,0.369
0.058,7.085,8.171,0.043,0.352
0.062,6.852,8.821,0.047,0.323
0.055,6.433,9.397,0.04,0.27
0.036,6.308,9.861,0.023,0.255
0.021,6.711,10.205,0.01,0.305
0.004,6.955,10.269,0,0.335
0,7.028,10.236,0,0.344
0,6.944,10.053,0,0.334
0,6.889,9.965,0,0.327
0,6.976,9.968,0,0.338
0,7.302,10.057,0,0.381
0,7.736,10.197,0,0.44
0,8.17,10.194,0,0.501
0,8.007,10.155,0,0.478
0,7.607,10.144,0,0.422
0,7.244,9.915,0,0.374
0,7.661,9.568,0,0.431
0,8.079,9.263,0,0.488
0,7.289,8.745,0,0.379
0,6.833,8.051,0,0.32
0.001,6.474,7.426,0,0.275
0.032,6.072,7.937,0.028,0.229
0.079,5.375,9.027,0.092,0.159
0.116,4.767,9.619,0.151,0.108
0.139,4.373,10.041,0.2,0.082
0.148,3.972,10.366,0.263,0.058
0.136,3.696,10.538,0.25,0.044
0.11,3.615,10.524,0.188,0.04
0.064,3.645,9.951,0.088,0.041
0.014,3.81,8.632,0.011,0.049
0,3.994,7.898,0,0.059
0,4.235,7.546,0,0.072
0,4.612,7.188,0,0.097
0,4.974,6.841,0,0.124
0,5.264,6.586,0,0.149
0,5.481,6.258,0,0.168
0,5.432,6.204,0,0.164
0,5.384,6.066,0,0.16
0,5.687,6.086,0,0.188
0,6.016,6.112,0,0.223
0,6.341,6.16,0,0.259
0,6.688,6.211,0,0.302
0,6.955,6.016,0,0.336
0,7.555,6.064,0,0.415
0,7.863,6.331,0,0.457
0.023,7.691,7.039,0.014,0.433
0.064,7.446,7.944,0.06,0.401
0.112,7.178,8.642,0.133,0.364
0.135,7.113,9.058,0.175,0.356
0.146,6.676,9.365,0.213,0.3
0.133,6.248,9.564,0.195,0.249
0.109,5.94,9.631,0.169,0.214
0.062,6.01,9.241,0.078,0.223
0.011,6.362,8.329,0.005,0.262
0,6.671,7.686,0,0.3
0,6.857,7.37,0,0.323
0,7.009,7.265,0,0.343
0,6.922,7.292,0,0.332
0,7.029,7.405,0,0.344
0,7.028,7.534,0,0.344
0,7.188,7.561,0,0.366
0,7.363,7.513,0,0.389
0,7.724,7.407,0,0.438
0,7.965,7.267,0,0.471
0,8.013,7.225,0,0.479
0,7.564,7.125,0,0.416
0,7.707,7.203,0,0.436
0,7.486,7.206,0,0.406
0,7.315,7.183,0,0.382
0.02,7.111,7.356,0.012,0.355
0.062,7.14,7.783,0.056,0.36
0.094,7.185,8.186,0.093,0.366
0.126,7.687,8.622,0.144,0.433
0.147,8.142,9.014,0.2,0.496
0.124,8.327,9.167,0.147,0.522
0.09,8.486,9.097,0.095,0.543
0.045,9.419,8.726,0.038,0.663
0.006,10.04,8.365,0.001,0.732
0,10.54,8.126,0,0.78
0,10.886,7.873,0,0.81
0,10.907,7.617,0,0.812
0,10.982,7.39,0,0.817
0,11.19,7.156,0,0.833
0,11.376,6.907,0,0.846
0,11.412,6.708,0,0.849
0,11.354,6.604,0,0.845
0,11.135,6.583,0,0.829
0,10.747,6.584,0,0.799
0,10.261,6.59,0,0.754
0,9.807,6.567,0,0.707
0,9.295,6.446,0,0.647
0,8.897,6.256,0,0.598
0,8.42,5.849,0,0.535
0.032,7.716,5.656,0.054,0.437
0.068,7.292,6.222,0.241,0.379
0.079,7.236,6.829,0.416,0.373
0.081,7.171,7.444,0.519,0.364
0.08,6.628,7.846,0.553,0.294
0.079,5.989,7.98,0.503,0.22
0.074,5.471,7.797,0.384,0.168
0.057,5.201,7.04,0.182,0.144
0.011,5.1,5.279,0.017,0.135
0,4.816,4.433,0,0.112
0,4.432,4.126,0,0.085
0,4.029,3.932,0,0.061
0,3.657,3.8,0,0.042
0,3.467,3.697,0,0.034
0,3.405,3.315,0,0.031
0,3.395,2.956,0,0.031
0,3.622,2.566,0,0.04
0,3.87,2.099,0,0.052
0,3.798,2.123,0,0.048
0,3.581,2.45,0,0.038
0,3.757,2.455,0,0.046
0,4.419,2.215,0,0.084
0,4.66,2.038,0,0.101
0,4.708,2.013,0,0.104
0.015,4.823,2.272,0.007,0.113
0.031,4.878,2.75,0.02,0.118
0.044,5.035,3.291,0.031,0.13
0.057,5.089,3.697,0.043,0.134
0.059,5.108,3.997,0.046,0.135
0.052,5.158,4.198,0.039,0.14
0.038,5.231,4.267,0.026,0.146
0.019,5.446,4.145,0.01,0.166
0.003,5.777,3.834,0,0.198
0,5.959,3.678,0,0.218
0,5.95,3.648,0,0.216
0,5.925,3.593,0,0.213
0,5.957,3.51,0,0.217
0,5.99,3.405,0,0.22
0,6.02,3.311,0,0.223
0,6.096,3.264,0,0.232
0,6.228,3.249,0,0.247
0,6.486,3.225,0,0.277
0,6.593,3.226,0,0.29
0,6.861,3.243,0,0.323
0,7.032,3.314,0,0.345
0,7.35,3.446,0,0.388
0,7.566,3.666,0,0.416
0,7.728,3.991,0,0.439
0.015,7.85,4.389,0.007,0.457
0.048,7.894,4.91,0.039,0.462
0.077,8.173,5.436,0.071,0.501
0.106,8.954,5.992,0.109,0.604
0.129,9.589,6.495,0.154,0.682
0.122,10.151,6.751,0.157,0.744
0.095,10.729,6.705,0.122,0.797
0.053,11.107,6.316,0.062,0.827
0.007,11.368,5.679,0.003,0.846
0,11.392,5.212,0,0.847
0,11.251,4.906,0,0.838
0,11.066,4.613,0,0.824
0,10.369,4.077,0,0.765
0,9.843,3.438,0,0.711
0,9.506,2.916,0,0.673
0,9.019,2.379,0,0.613
0,8.692,1.945,0,0.571
0,8.617,1.682,0,0.56
0,8.374,1.323,0,0.527
0,8.227,1.194,0,0.507
0,7.845,0.972,0,0.455
0,7.456,0.626,0,0.401
0,7.165,0.329,0,0.363
0,6.709,-0.054,0,0.305
0.026,6.43,0.079,0.039,0.27
0.064,6.032,1.267,0.231,0.225
0.075,5.63,2.439,0.415,0.183
0.075,5.504,3.644,0.535,0.171
0.078,5.221,4.424,0.549,0.145
0.076,4.984,4.793,0.5,0.125
0.07,4.837,4.818,0.385,0.114
0.051,4.945,4.027,0.185,0.122
0.008,5.13,2.286,0.011,0.137
0,4.816,1.631,0,0.112
0,4.45,1.326,0,0.086
0,4.428,1.108,0,0.085
0,4.707,0.814,0,0.104
0,5.135,0.645,0,0.138
0,5.543,0.823,0,0.175
0,5.96,0.971,0,0.218
0,6.414,1.172,0,0.268
0,6.815,1.467,0,0.317
0,7.193,1.745,0,0.367
0,7.539,1.925,0,0.413
0,7.913,1.992,0,0.464
0,8.168,2.023,0,0.5
0,8.343,2.013,0,0.524
0,8.483,1.925,0,0.542
0.017,8.583,1.9,0.01,0.556
0.06,8.57,2.231,0.059,0.555
0.1,8.501,2.914,0.116,0.545
0.117,8.401,3.672,0.136,0.532
0.111,8.167,4.17,0.118,0.5
0.089,7.981,4.397,0.085,0.474
0.064,7.842,4.401,0.057,0.454
0.033,7.708,4.007,0.025,0.436
0.004,7.572,3.162,0,0.417
0,7.51,2.75,0,0.41
0,7.438,2.522,0,0.4
0,7.309,2.261,0,0.381
0,7.221,2.094,0,0.37
0,7.138,1.914,0,0.36
0,7.063,1.671,0,0.349
0,7.013,1.336,0,0.343
0,6.934,1.019,0,0.333
0,6.837,0.517,0,0.32
0,6.73,-0.223,0,0.307
0,6.496,-0.667,0,0.278
0,6.319,-0.929,0,0.257
0,6.246,-1.168,0,0.249
0,6.186,-1.325,0,0.242
0,6.121,-1.291,0,0.234
0.024,6.175,-0.687,0.055,0.241
0.055,6.151,1.033,0.283,0.237
0.063,5.232,2.007,0.472,0.146
0.068,4.307,3.129,0.564,0.077
0.071,4.265,3.957,0.579,0.074
0.075,4.701,4.25,0.522,0.104
0.085,5.512,3.763,0.141,0.171
0.027,6.723,2.734,0.02,0.306
0.002,7.266,2.209,0,0.376
0,7.696,2.538,0,0.434
0,7.943,2.951,0,0.468
0,7.907,3.102,0,0.464
0,7.997,3.077,0,0.476
0,8.262,2.921,0,0.513
0,8.812,2.829,0,0.586
0,9.113,2.857,0,0.625
0,8.571,3.02,0,0.555
0,6.907,3.293,0,0.329
0,5.735,3.721,0,0.193
0,6.686,4.557,0,0.301
0,8.375,5.302,0,0.527
0,10.167,5.77,0,0.745
0,11.691,5.88,0,0.866
0,13.116,5.543,0,0.933
0.006,13.098,5.445,0.001,0.933
0.03,12.643,5.64,0.019,0.915
0.062,12.253,5.86,0.051,0.897
0.085,12.226,6.065,0.077,0.896
0.104,12.196,6.175,0.102,0.895
0.09,12.294,6.18,0.085,0.899
0.06,12.386,6.133,0.051,0.904
0.023,12.485,5.952,0.014,0.908
0.002,12.389,5.697,0,0.904
0,12.403,5.55,0,0.905
0,12.478,5.452,0,0.908
0,12.443,5.342,0,0.906
0,12.302,5.261,0,0.9
0,12.294,5.171,0,0.899
0,12.32,5.015,0,0.9
0,12.154,4.808,0,0.893
0,11.704,4.511,0,0.867
0,11.045,4.313,0,0.822
0,10.28,4.269,0,0.756
0,9.409,4.34,0,0.661
0,9.123,4.343,0,0.626
0,9.037,4.28,0,0.615
0,9.331,4.387,0,0.652
0,9.929,4.666,0,0.72
0.01,10.533,4.949,0.004,0.779
0.032,10.593,5.242,0.021,0.785
0.053,10.257,5.689,0.041,0.753
0.086,9.907,6.251,0.08,0.718
0.126,9.912,6.76,0.163,0.718
0.118,9.708,6.805,0.169,0.697
0.085,9.321,6.436,0.109,0.65
0.039,8.823,5.822,0.039,0.588
0.003,8.365,5.122,0,0.526
0,7.948,4.541,0,0.469
0,7.731,4.061,0,0.439
0,7.504,3.643,0,0.408
0,7.297,3.189,0,0.38
0,7.044,2.593,0,0.346
0,6.753,1.946,0,0.31
0,6.279,1.439,0,0.252
0,5.656,1.106,0,0.185
0,4.92,1.096,0,0.12
0,4.191,1.37,0,0.07
0,3.81,1.556,0,0.049
0,3.593,1.78,0,0.039
0,3.308,2.271,0,0.027
0,2.966,2.498,0,0.017
0,2.914,2.362,0,0.015
0.009,3.421,2.063,0.003,0.032
0.029,3.966,2.345,0.018,0.058
0.044,4.193,2.868,0.031,0.07
0.062,4.257,3.329,0.05,0.074
0.079,4.488,3.78,0.069,0.089
0.081,4.919,3.97,0.074,0.12
0.058,5.455,3.778,0.05,0.167
0.025,6.12,3.317,0.016,0.234
0.002,6.778,2.84,0,0.312
0,7.232,2.667,0,0.371
0,7.528,2.48,0,0.412
0,7.901,2.226,0,0.464
0,8.155,1.944,0,0.498
0,8.295,1.571,0,0.517
0,8.304,1.22,0,0.519
0,8.206,0.994,0,0.504
0,8,0.86,0,0.476
0,7.956,0.661,0,0.47
0,7.974,0.574,0,0.472
0,7.681,0.419,0,0.432
0,7.693,0.3,0,0.434
0,7.555,0.147,0,0.415
0,7.592,0.041,0,0.42
0,7.599,-0.037,0,0.422
0.014,7.793,0.206,0.016,0.447
0.059,7.874,1.229,0.121,0.459
0.082,7.878,2.273,0.305,0.459
0.082,8.069,3.266,0.452,0.485
0.08,8.312,3.975,0.492,0.519
0.076,8.43,4.283,0.454,0.535
0.065,8.47,4.151,0.348,0.54
0.041,8.575,3.484,0.172,0.556
0.003,8.708,2.363,0.002,0.573
0,8.734,1.863,0,0.576
0,8.746,1.613,0,0.578
0,8.867,1.507,0,0.593
0,8.895,1.412,0,0.597
0,9.084,1.479,0,0.621
0,9.22,1.571,0,0.638
0,9.186,1.641,0,0.634
0,9.107,1.67,0,0.624
0,9.051,1.645,0,0.618
0,9,1.603,0,0.61
0,8.983,1.616,0,0.608
0,8.938,1.603,0,0.602
0,8.862,1.527,0,0.592
0,8.835,1.453,0,0.59
0,8.82,1.436,0,0.587
0.013,8.675,1.601,0.013,0.568
0.06,8.319,2.403,0.096,0.521
0.095,7.972,3.414,0.182,0.472
0.114,8.024,4.464,0.241,0.48
0.119,8.052,5.272,0.259,0.484
0.108,8.026,5.709,0.213,0.48
0.081,7.809,5.777,0.144,0.45
0.039,7.768,5.357,0.063,0.444
0.002,8.033,4.75,0,0.481
0,7.987,4.579,0,0.475
0,7.707,4.342,0,0.436
0,7.632,4.166,0,0.426
0,7.475,3.96,0,0.404
0,7.417,3.721,0,0.397
0,7.033,3.407,0,0.345
0,6.848,3.181,0,0.322
0,6.759,3.223,0,0.311
0,6.581,3.215,0,0.289
0,6.453,3.157,0,0.273
0,6.316,3.133,0,0.256
0,6.194,3.111,0,0.243
0,6.09,3.018,0,0.231
0,5.977,2.918,0,0.219
0,5.853,2.841,0,0.205
0.007,5.71,2.867,0.001,0.192
0.031,5.415,3.304,0.02,0.162
0.05,4.997,3.787,0.038,0.126
0.059,4.587,4.196,0.047,0.095
0.056,4.447,4.531,0.043,0.086
0.045,4.476,4.665,0.032,0.088
0.028,4.618,4.56,0.017,0.098
0.012,4.706,4.307,0.004,0.104
0.001,4.757,3.993,0,0.108
0,4.715,3.854,0,0.105
0,4.526,3.783,0,0.092
0,4.213,3.741,0,0.071
0,3.945,3.743,0,0.056
0,3.797,3.651,0,0.048
0,3.735,3.512,0,0.045
0,3.705,3.378,0,0.044
0,3.698,3.242,0,0.044
0,3.709,3.105,0,0.045
0,3.757,2.981,0,0.046
0,3.824,2.849,0,0.05
0,3.947,2.719,0,0.056
0,4.136,2.59,0,0.067
0,4.306,2.468,0,0.077
0,4.394,2.381,0,0.083
0.008,4.428,2.41,0.003,0.085
0.045,4.327,2.949,0.045,0.078
0.086,4.23,3.834,0.117,0.072
0.111,4.363,4.781,0.196,0.081
0.114,4.625,5.474,0.278,0.099
0.101,4.974,5.787,0.286,0.124
0.078,5.235,5.632,0.218,0.146
0.039,5.718,4.4,0.097,0.192
0.002,6.156,2.823,0,0.238
0,6.454,2.305,0,0.273
0,6.389,1.829,0,0.265
0,6.212,1.37,0,0.245
0,5.821,0.888,0,0.202
0,5.525,0.467,0,0.173
0,5.391,0.185,0,0.16
0,5.1,0.108,0,0.135
0,4.79,0.103,0,0.111
0,4.465,0.155,0,0.087
0,4.182,0.188,0,0.069
0,4.023,0.084,0,0.06
0,3.785,0.041,0,0.048
0,3.469,0.114,0,0.034
0,3.317,0.25,0,0.028
0,3.267,0.386,0,0.026
0.011,3.165,0.527,0.032,0.022
0.047,2.886,1.322,0.21,0.014
0.063,2.412,2.199,0.38,0.005
0.067,2.084,2.871,0.488,0.002
0.065,2.071,3.624,0.531,0.002
0.063,2.224,3.94,0.486,0.003
0.06,2.417,3.567,0.33,0.005
0.035,2.652,2.791,0.112,0.009
0.001,2.967,2.015,0,0.017
0,3.304,1.586,0,0.027
0,3.728,1.071,0,0.045
0,4.155,0.788,0,0.068
0,4.419,0.576,0,0.084
0,4.625,0.334,0,0.099
0,4.834,0.09,0,0.113
0,4.976,-0.01,0,0.125
0,5.15,-0.03,0,0.139
0,5.453,0.036,0,0.167
0,5.894,0.284,0,0.21
0,6.208,0.531,0,0.245
0,6.478,0.564,0,0.276
0,6.684,0.597,0,0.301
0,6.767,0.634,0,0.311
0,6.77,0.654,0,0.311
0.007,6.907,0.837,0.002,0.329
0.039,6.931,1.539,0.032,0.332
0.067,6.876,2.107,0.064,0.325
0.082,6.994,2.578,0.079,0.341
0.083,7.087,2.913,0.08,0.352
0.075,7.275,3.07,0.071,0.378
0.052,7.655,3.039,0.045,0.43
0.018,8.063,2.852,0.011,0.485
0,8.854,2.857,0,0.591
0,9.17,3.193,0,0.633
0,8.882,3.313,0,0.595
0,8.435,3.277,0,0.536
0,8.635,3.306,0,0.562
0,8.884,3.524,0,0.595
0,8.898,3.712,0,0.598
0,9.497,4.286,0,0.672
0,9.355,4.313,0,0.654
0,9.467,4.318,0,0.668
0,9.431,4.272,0,0.664
0,9.15,4.095,0,0.63
0,9.138,4.019,0,0.628
0,9.161,4.055,0,0.631
0,9.219,4.039,0,0.638
0,9.285,3.989,0,0.646
0.002,9.315,4.018,0,0.65
0.016,9.376,4.264,0.007,0.657
0.035,9.447,4.726,0.023,0.666
0.053,9.341,5.207,0.041,0.653
0.071,9.374,5.583,0.061,0.657
0.075,9.481,5.752,0.07,0.67
0.051,9.383,5.568,0.043,0.658
0.019,9.244,5.067,0.012,0.642
0,9.042,4.46,0,0.616
0,9.129,4.006,0,0.627
0,9.117,3.539,0,0.625
0,9.068,3.101,0,0.619
0,8.893,2.722,0,0.597
0,8.839,2.42,0,0.59
0,8.844,2.19,0,0.59
0,8.759,1.992,0,0.58
0,8.581,1.749,0,0.556
0,8.596,1.522,0,0.557
0,8.572,1.313,0,0.555
0,8.64,1.177,0,0.563
0,8.733,1.161,0,0.576
0,8.741,1.239,0,0.578
0,8.681,1.294,0,0.569
0,8.622,1.323,0,0.561
0.007,8.462,1.362,0.003,0.539
0.045,8.53,2.007,0.052,0.55
0.082,8.536,2.965,0.116,0.55
0.103,8.644,3.917,0.158,0.564
0.111,8.76,4.669,0.192,0.58
0.101,9.04,5.112,0.203,0.615
0.072,9.446,5.046,0.122,0.666
0.025,9.488,4.692,0.027,0.671
0,9.419,4.317,0,0.663
0,9.4,4.107,0,0.661
0,9.273,3.975,0,0.644
0,9.109,3.85,0,0.624
0,8.847,3.705,0,0.59
0,8.259,3.403,0,0.513
0,8.004,3.189,0,0.477
0,8.057,3.155,0,0.484
0,7.991,3.118,0,0.476
0,7.965,3.056,0,0.471
0,8.029,2.965,0,0.481
0,8.042,2.988,0,0.482
0,7.96,3.086,0,0.47
0,8.05,3.193,0,0.484
0,8.264,3.398,0,0.513
0,8.199,3.489,0,0.503
0.005,8.379,3.827,0.001,0.528
0.035,8.525,4.637,0.028,0.548
0.063,8.283,5.326,0.058,0.516
0.081,8.167,5.88,0.08,0.5
0.085,7.967,6.232,0.085,0.471
0.076,7.855,6.4,0.074,0.457
0.051,7.712,6.383,0.045,0.436
0.018,7.621,6.16,0.012,0.425
0,7.405,5.735,0,0.395
0,7.618,5.573,0,0.424
0,7.784,5.378,0,0.447
0,7.815,5.131,0,0.451
0,7.81,5.003,0,0.45
0,7.9,5.037,0,0.464
0,7.895,5.049,0,0.462
0,8.037,5.114,0,0.481
0,8.004,5.201,0,0.477
0,8.051,5.429,0,0.484
0,8.048,5.695,0,0.484
0,8.241,5.89,0,0.51
0,8.447,6.008,0,0.538
0,8.627,6.054,0,0.561
0,8.721,6.115,0,0.574
0,8.883,6.196,0,0.595
0.004,8.912,6.21,0,0.599
0.036,9.067,6.505,0.03,0.619
0.063,9.199,7.016,0.058,0.635
0.073,9.077,7.427,0.066,0.62
0.066,9.161,7.603,0.056,0.631
0.045,8.821,7.537,0.032,0.587
0.036,8.668,7.416,0.025,0.568
0.017,8.459,7.187,0.01,0.539
0,8.162,6.941,0,0.499
0,7.667,6.802,0,0.431
0,7.33,6.838,0,0.386
0,6.744,6.787,0,0.309
0,6.004,6.504,0,0.222
0,5.647,6.292,0,0.184
0,5.701,6.25,0,0.191
0,5.91,6.22,0,0.211
0,5.934,6.1,0,0.214
0,5.754,5.978,0,0.195
0,5.526,5.904,0,0.173
0,5.396,6.008,0,0.161
0,5.435,6.035,0,0.164
0,5.483,6.139,0,0.169
0,5.486,6.167,0,0.169
0,5.448,6.146,0,0.166
0.002,5.452,6.199,0,0.167
0.018,5.424,6.595,0.009,0.163
0.043,5.307,7.12,0.031,0.153
0.063,5.129,7.56,0.052,0.137
0.062,4.957,7.845,0.05,0.123
0.047,4.903,7.928,0.035,0.119
0.026,5.025,7.794,0.015,0.129
0.008,5.308,7.475,0.002,0.154
0,5.522,7.258,0,0.172
0,5.632,7.193,0,0.183
0,5.712,7.092,0,0.192
0,5.745,6.999,0,0.194
0,5.754,6.868,0,0.195
0,5.856,6.731,0,0.206
0,6.006,6.65,0,0.222
0,6.213,6.62,0,0.245
